OrderID,OrderDate,Category,Product,Region,SalesChannel,UnitPrice,Quantity,DiscountRate,Revenue,Cost,Profit
BSH-ORD-10132,2025-11-15,Consumer Electronics,Air Conditioner,Europe-Central,Retail Partner,750,2,0.0,1500.0,930.0,570.0
BSH-ORD-10133,2024-03-09,Small Domestic,Toaster,Asia-Pacific,Retail Partner,40,7,0.05,266.0,173.6,92.4
BSH-ORD-10134,2024-10-28,Consumer Electronics,Soundbar,Europe-Central,Retail Partner,180,1,0.0,180.0,111.6,68.4
BSH-ORD-10135,2025-09-07,Small Domestic,Iron,Europe-West,Distributor,55,5,0.15,233.75,170.5,63.25
BSH-ORD-10136,2024-05-06,Home Appliances,Oven,Europe-Central,Online Store,480,3,0.1,1296.0,892.8,403.2
BSH-ORD-10137,2024-10-22,Small Domestic,Blender,Europe-Central,Online Store,65,5,0.0,325.0,201.5,123.5
BSH-ORD-10138,2025-02-23,Home Appliances,Washing Machine,Europe-West,Online Store,650,3,0.05,1852.5,1209.0,643.5
BSH-ORD-10139,2025-10-22,Home Appliances,Microwave,Europe-West,Direct Sales,160,5,0.05,760.0,496.0,264.0
BSH-ORD-10140,2025-07-28,Home Appliances,Refrigerator,Asia-Pacific,Online Store,900,2,0.05,1710.0,1116.0,594.0
BSH-ORD-10141,2024-12-12,Home Appliances,Dishwasher,Europe-West,Distributor,550,6,0.0,3300.0,2046.0,1254.0
BSH-ORD-10142,2024-06-28,Home Appliances,Washing Machine,Europe-Central,Retail Partner,650,6,0.0,3900.0,2418.0,1482.0
BSH-ORD-10143,2025-04-13,Consumer Electronics,Smart TV,Asia-Pacific,Online Store,800,6,0.15,4080.0,2976.0,1104.0
BSH-ORD-10144,2024-03-03,Small Domestic,Kettle,Europe-West,Online Store,45,6,0.1,243.0,167.4,75.6
BSH-ORD-10145,2025-12-23,Home Appliances,Vacuum Cleaner,Europe-West,Online Store,220,6,0.1,1188.0,818.4,369.6
BSH-ORD-10146,2024-01-19,Home Appliances,Vacuum Cleaner,North America,Retail Partner,220,6,0.05,1254.0,818.4,435.6
BSH-ORD-10147,2024-04-23,Home Appliances,Dishwasher,Europe-West,Online Store,550,5,0.0,2750.0,1705.0,1045.0
BSH-ORD-10148,2025-10-04,Home Appliances,Refrigerator,Middle East,Retail Partner,900,1,0.0,900.0,558.0,342.0
BSH-ORD-10149,2025-04-20,Small Domestic,Blender,North America,Online Store,65,7,0.0,455.0,282.1,172.9
BSH-ORD-10150,2025-03-18,Consumer Electronics,Espresso Machine,Europe-West,Direct Sales,350,-1,0.15,297.5,217.0,80.5
BSH-ORD-10151,2025-08-26,Home Appliances,Refrigerator,Middle East,Distributor,900,6,0.1,4860.0,3348.0,1512.0
BSH-ORD-10152,2025-03-27,Small Domestic,Toaster,Europe-West,Online Store,40,2,0.0,80.0,49.6,30.4
BSH-ORD-10153,2025-11-03,Home Appliances,Dishwasher,Europe-West,Direct Sales,550,5,0.05,2612.5,1705.0,907.5
BSH-ORD-10154,2025-05-28,Small Domestic,Kettle,Europe-West,Online Store,45,2,0.0,90.0,55.8,34.2
BSH-ORD-10155,2024-04-28,Home Appliances,Microwave,Europe-West,Direct Sales,160,1,0.05,152.0,99.2,52.8
BSH-ORD-10156,2025-05-14,Small Domestic,Iron,Europe-West,Direct Sales,55,3,0.15,140.25,102.3,37.95
BSH-ORD-10157,2024-05-07,Home Appliances,Refrigerator,Europe-West,Online Store,900,2,0.05,1710.0,1116.0,594.0
BSH-ORD-10158,2024-12-24,Home Appliances,Vacuum Cleaner,Middle East,Distributor,220,2,0.15,374.0,272.8,101.2
BSH-ORD-10159,2025-09-01,Home Appliances,Dishwasher,Middle East,Retail Partner,550,2,0.05,1045.0,682.0,363.0
BSH-ORD-10160,2024-02-03,Consumer Electronics,Smart TV,Europe-Central,Direct Sales,800,5,,4000.0,2480.0,1520.0
BSH-ORD-10161,2024-01-27,Small Domestic,Toaster,North America,Online Store,40,5,0.1,180.0,124.0,56.0
BSH-ORD-10162,2025-03-30,Consumer Electronics,Smart TV,Europe-Central,Online Store,800,2,0.05,1520.0,992.0,528.0
BSH-ORD-10163,2024-05-09,Home Appliances,Dishwasher,Europe-West,Online Store,550,3,0.0,1650.0,1023.0,627.0
BSH-ORD-10164,2024-05-28,Small Domestic,Blender,Europe-Central,Direct Sales,65,7,0.05,432.25,282.1,150.15
BSH-ORD-10165,2024-11-05,Home Appliances,Vacuum Cleaner,Europe-West,Retail Partner,220,2,0.0,440.0,272.8,167.2
BSH-ORD-10166,2024-05-27,Home Appliances,Oven,Europe-West,Retail Partner,480,5,0.0,2400.0,1488.0,912.0
BSH-ORD-10167,2024-07-19,Consumer Electronics,Smart TV,Europe-West,Online Store,800,1,0.05,760.0,496.0,264.0
BSH-ORD-10168,2025-09-07,Home Appliances,Dishwasher,Middle East,Direct Sales,550,4,0.2,1760.0,1364.0,396.0
BSH-ORD-10169,2024-04-11,Consumer Electronics,Air Conditioner,Europe-West,Direct Sales,750,1,0.0,750.0,465.0,285.0
BSH-ORD-10170,2024-11-25,Consumer Electronics,Smart TV,Europe-West,Retail Partner,800,3,0.1,2160.0,1488.0,672.0
BSH-ORD-10171,2025-10-22,Consumer Electronics,Smart TV,North America,Direct Sales,800,1,0.15,680.0,496.0,184.0
BSH-ORD-10172,2024-09-24,Home Appliances,Refrigerator,Europe-West,Retail Partner,900,2,0.05,1710.0,1116.0,594.0
BSH-ORD-10173,2025-02-04,Home Appliances,Microwave,Europe-Central,Online Store,160,7,0.1,1008.0,694.4,313.6
BSH-ORD-10174,2024-05-16,Home Appliances,Refrigerator,Europe-Central,Direct Sales,900,7,0.15,5355.0,3906.0,1449.0
BSH-ORD-10175,2025-02-05,Consumer Electronics,Air Conditioner,Europe-West,Retail Partner,750,3,0.05,2137.5,1395.0,742.5
BSH-ORD-10176,2024-04-07,Small Domestic,Blender,Europe-West,Direct Sales,65,4,0.05,247.0,161.2,85.8
BSH-ORD-10177,2025-05-11,Consumer Electronics,Soundbar,Europe-West,Retail Partner,180,5,0.05,855.0,558.0,297.0
BSH-ORD-10178,2025-03-25,Home Appliances,Refrigerator,Asia-Pacific,Online Store,900,5,0.05,4275.0,2790.0,1485.0
BSH-ORD-10179,2025-02-19,Small Domestic,Blender,Asia-Pacific,Online Store,65,6,0.0,390.0,241.8,148.2
BSH-ORD-10180,2024-11-13,Home Appliances,Washing Machine,Europe-Central,Online Store,650,1,0.1,585.0,403.0,182.0
BSH-ORD-10181,2024-12-24,Consumer Electronics,Smart TV,Europe-West,Online Store,800,6,0.0,4800.0,2976.0,1824.0
BSH-ORD-10182,2024-11-19,Consumer Electronics,Smart TV,Europe-West,Online Store,800,6,0.0,4800.0,2976.0,1824.0
BSH-ORD-10183,2025-02-02,Home Appliances,Oven,Europe-West,Distributor,480,5,0.0,2400.0,1488.0,912.0
BSH-ORD-10184,2025-01-14,Home Appliances,Vacuum Cleaner,North America,Distributor,220,2,0.0,440.0,272.8,167.2
BSH-ORD-10185,2025-07-17,Home Appliances,Oven,Middle East,Online Store,480,3,0.05,1368.0,892.8,475.2
BSH-ORD-10186,2024-11-25,Home Appliances,Washing Machine,Europe-West,Online Store,650,3,0.1,1755.0,1209.0,546.0
BSH-ORD-10187,2025-05-31,Home Appliances,Washing Machine,Europe-Central,Retail Partner,650,1,0.0,650.0,403.0,247.0
BSH-ORD-10188,2025-05-04,Consumer Electronics,Soundbar,North America,Online Store,180,3,0.0,540.0,334.8,205.2
BSH-ORD-10189,2024-04-29,Consumer Electronics,Smart TV,Europe-Central,Retail Partner,800,2,0.05,1520.0,992.0,528.0
BSH-ORD-10190,2024-11-18,Home Appliances,Microwave,Middle East,Distributor,160,4,0.0,640.0,396.8,243.2
BSH-ORD-10191,2025-04-07,Consumer Electronics,Smart TV,North America,Online Store,800,4,0.0,3200.0,1984.0,1216.0
BSH-ORD-10192,2024-11-23,Consumer Electronics,Espresso Machine,Europe-Central,Online Store,350,4,0.0,1400.0,868.0,532.0
BSH-ORD-10193,2025-08-15,Home Appliances,Microwave,Europe-Central,Retail Partner,160,2,0.05,304.0,198.4,105.6
BSH-ORD-10194,2024-02-09,Consumer Electronics,Air Conditioner,Middle East,Direct Sales,750,3,0.15,1912.5,1395.0,517.5
BSH-ORD-10195,2024-04-01,Small Domestic,Blender,Europe-West,Online Store,65,5,0.1,292.5,201.5,91.0
BSH-ORD-10196,2024-06-18,Home Appliances,Dishwasher,North America,Online Store,550,3,0.2,1320.0,1023.0,297.0
BSH-ORD-10197,2024-01-31,Small Domestic,Toaster,Middle East,Online Store,40,7,0.0,280.0,173.6,106.4
BSH-ORD-10198,2024-12-21,Consumer Electronics,Smart TV,Europe-Central,Online Store,800,5,0.05,3800.0,2480.0,1320.0
BSH-ORD-10199,2024-04-22,Consumer Electronics,Espresso Machine,Europe-West,Retail Partner,350,5,0.1,1575.0,1085.0,490.0
BSH-ORD-10200,2024-11-21,Home Appliances,Refrigerator,Europe-Central,Direct Sales,900,4,0.05,3420.0,2232.0,1188.0
BSH-ORD-10201,2024-08-09,Consumer Electronics,Soundbar,Asia-Pacific,Retail Partner,180,2,0.15,306.0,223.2,82.8
BSH-ORD-10202,2024-07-10,Consumer Electronics,Soundbar,North America,Retail Partner,180,6,0.05,1026.0,669.6,356.4
BSH-ORD-10203,2024-07-28,Small Domestic,Iron,North America,Retail Partner,55,3,0.0,165.0,102.3,62.7
BSH-ORD-10204,2025-01-15,Home Appliances,Microwave,Europe-West,Online Store,160,7,0.1,1008.0,694.4,313.6
BSH-ORD-10205,2025-04-03,Consumer Electronics,Soundbar,Europe-West,Retail Partner,180,4,0.05,684.0,446.4,237.6
BSH-ORD-10206,2025-01-31,Small Domestic,Blender,North America,Retail Partner,65,4,0.1,234.0,161.2,72.8
BSH-ORD-10207,2025-11-17,Consumer Electronics,Soundbar,Europe-West,Direct Sales,180,6,0.0,1080.0,669.6,410.4
BSH-ORD-10208,2025-08-26,Consumer Electronics,Air Conditioner,Europe-Central,Retail Partner,750,6,0.1,4050.0,2790.0,1260.0
BSH-ORD-10209,2025-03-28,Small Domestic,Kettle,Europe-West,Direct Sales,45,2,0.0,90.0,55.8,34.2
BSH-ORD-10210,2025-06-07,Consumer Electronics,Espresso Machine,Europe-Central,Distributor,350,6,0.0,2100.0,1302.0,798.0
BSH-ORD-10211,2025-08-27,Consumer Electronics,Air Conditioner,Europe-Central,Retail Partner,750,7,0.05,4987.5,3255.0,1732.5
BSH-ORD-10212,2025-11-23,Small Domestic,Toaster,North America,Direct Sales,40,1,0.0,40.0,24.8,15.2
BSH-ORD-10213,2025-03-30,Home Appliances,Oven,Europe-West,Retail Partner,480,1,0.0,480.0,297.6,182.4
